日付,ゲームタイプ,球団,ホーム・ビジター,スコア,対戦球団,GameID
2026-05-26,公式戦,西武,ビジター,2,ヤクルト,NPB20260526YSL02
2026-05-27,公式戦,中日,ホーム,7,楽天,NPB20260527CDE04
2026-05-27,公式戦,楽天,ビジター,2,中日,NPB20260527CDE04
2026-05-27,公式戦,DeNA,ホーム,2,オリックス,NPB20260527DBB03
2026-05-27,公式戦,オリックス,ビジター,5,DeNA,NPB20260527DBB03
2026-05-27,公式戦,広島,ホーム,4,ロッテ,NPB20260527HCM06
2026-05-27,公式戦,ロッテ,ビジター,5,広島,NPB20260527HCM06
2026-05-27,公式戦,阪神,ホーム,2,日本ハム,NPB20260527HTF05
2026-05-27,公式戦,日本ハム,ビジター,5,阪神,NPB20260527HTF05
2026-05-27,公式戦,巨人,ホーム,5,ソフトバンク,NPB20260527YGSH01
2026-05-27,公式戦,ソフトバンク,ビジター,1,巨人,NPB20260527YGSH01
2026-05-27,公式戦,ヤクルト,ホーム,2,西武,NPB20260527YSL02
2026-05-27,公式戦,西武,ビジター,2,ヤクルト,NPB20260527YSL02
2026-05-28,公式戦,中日,ホーム,2,楽天,NPB20260528CDE04
2026-05-28,公式戦,楽天,ビジター,1,中日,NPB20260528CDE04
2026-05-28,公式戦,DeNA,ホーム,3,オリックス,NPB20260528DBB03
2026-05-28,公式戦,オリックス,ビジター,1,DeNA,NPB20260528DBB03
2026-05-28,公式戦,広島,ホーム,3,ロッテ,NPB20260528HCM06
2026-05-28,公式戦,ロッテ,ビジター,6,広島,NPB20260528HCM06
2026-05-28,公式戦,阪神,ホーム,2,日本ハム,NPB20260528HTF05
2026-05-28,公式戦,日本ハム,ビジター,4,阪神,NPB20260528HTF05
2026-05-28,公式戦,巨人,ホーム,4,ソフトバンク,NPB20260528YGSH01
2026-05-28,公式戦,ソフトバンク,ビジター,8,巨人,NPB20260528YGSH01
2026-05-28,公式戦,ヤクルト,ホーム,0,西武,NPB20260528YSL02
2026-05-28,公式戦,西武,ビジター,8,ヤクルト,NPB20260528YSL02
2026-05-29,公式戦,オリックス,ホーム,1,中日,NPB20260529BCD05
2026-05-29,公式戦,中日,ビジター,5,オリックス,NPB20260529BCD05
2026-05-29,公式戦,楽天,ホーム,2,ヤクルト,NPB20260529EYS02
2026-05-29,公式戦,ヤクルト,ビジター,7,楽天,NPB20260529EYS02
2026-05-29,公式戦,日本ハム,ホーム,2,巨人,NPB20260529FYG01
2026-05-29,公式戦,巨人,ビジター,4,日本ハム,NPB20260529FYG01
2026-05-29,公式戦,西武,ホーム,13,DeNA,NPB20260529LDB03
2026-05-29,公式戦,DeNA,ビジター,4,西武,NPB20260529LDB03
2026-05-29,公式戦,ロッテ,ホーム,0,阪神,NPB20260529MHT04
2026-05-29,公式戦,阪神,ビジター,1,ロッテ,NPB20260529MHT04
2026-05-29,公式戦,ソフトバンク,ホーム,2,広島,NPB20260529SHHC06
2026-05-29,公式戦,広島,ビジター,0,ソフトバンク,NPB20260529SHHC06
2026-05-30,公式戦,オリックス,ホーム,3,中日,NPB20260530BCD05
2026-05-30,公式戦,中日,ビジター,1,オリックス,NPB20260530BCD05
2026-05-30,公式戦,楽天,ホーム,7,ヤクルト,NPB20260530EYS02
2026-05-30,公式戦,ヤクルト,ビジター,8,楽天,NPB20260530EYS02
2026-05-30,公式戦,日本ハム,ホーム,3,巨人,NPB20260530FYG01
2026-05-30,公式戦,巨人,ビジター,5,日本ハム,NPB20260530FYG01
2026-05-30,公式戦,西武,ホーム,6,DeNA,NPB20260530LDB03
2026-05-30,公式戦,DeNA,ビジター,0,西武,NPB20260530LDB03
2026-05-30,公式戦,ロッテ,ホーム,3,阪神,NPB20260530MHT04
2026-05-30,公式戦,阪神,ビジター,4,ロッテ,NPB20260530MHT04
2026-05-30,公式戦,ソフトバンク,ホーム,4,広島,NPB20260530SHHC06
2026-05-30,公式戦,広島,ビジター,2,ソフトバンク,NPB20260530SHHC06
2026-05-31,公式戦,オリックス,ホーム,7,中日,NPB20260531BCD05
2026-05-31,公式戦,中日,ビジター,5,オリックス,NPB20260531BCD05
2026-05-31,公式戦,楽天,ホーム,1,ヤクルト,NPB20260531EYS02
2026-05-31,公式戦,ヤクルト,ビジター,2,楽天,NPB20260531EYS02
2026-05-31,公式戦,日本ハム,ホーム,3,巨人,NPB20260531FYG01
2026-05-31,公式戦,巨人,ビジター,0,日本ハム,NPB20260531FYG01
2026-05-31,公式戦,西武,ホーム,0,DeNA,NPB20260531LDB03
2026-05-31,公式戦,DeNA,ビジター,6,西武,NPB20260531LDB03
2026-05-31,公式戦,ロッテ,ホーム,4,阪神,NPB20260531MHT04
2026-05-31,公式戦,阪神,ビジター,2,ロッテ,NPB20260531MHT04
2026-05-31,公式戦,ソフトバンク,ホーム,3,広島,NPB20260531SHHC06
2026-05-31,公式戦,広島,ビジター,1,ソフトバンク,NPB20260531SHHC06
2026-06-02,公式戦,中日,ホーム,0,ソフトバンク,NPB20260602CDSH04
2026-06-02,公式戦,ソフトバンク,ビジター,3,中日,NPB20260602CDSH04
2026-06-02,公式戦,DeNA,ホーム,3,楽天,NPB20260602DBE03
2026-06-02,公式戦,楽天,ビジター,7,DeNA,NPB20260602DBE03
2026-06-02,公式戦,巨人,ホーム,3,オリックス,NPB20260602YGB01
2026-06-02,公式戦,オリックス,ビジター,2,巨人,NPB20260602YGB01
2026-06-02,公式戦,ヤクルト,ホーム,0,ロッテ,NPB20260602YSM02
2026-06-02,公式戦,ロッテ,ビジター,5,ヤクルト,NPB20260602YSM02
2026-06-03,公式戦,中日,ホーム,5,ソフトバンク,NPB20260603CDSH04
2026-06-03,公式戦,ソフトバンク,ビジター,8,中日,NPB20260603CDSH04
2026-06-03,公式戦,DeNA,ホーム,0,楽天,NPB20260603DBE03
2026-06-03,公式戦,楽天,ビジター,2,DeNA,NPB20260603DBE03
2026-06-03,公式戦,広島,ホーム,3,日本ハム,NPB20260603HCF06
2026-06-03,公式戦,日本ハム,ビジター,1,広島,NPB20260603HCF06
2026-06-03,公式戦,阪神,ホーム,2,西武,NPB20260603HTL05
2026-06-03,公式戦,西武,ビジター,3,阪神,NPB20260603HTL05
2026-06-03,公式戦,巨人,ホーム,5,オリックス,NPB20260603YGB01
2026-06-03,公式戦,オリックス,ビジター,4,巨人,NPB20260603YGB01
2026-06-03,公式戦,ヤクルト,ホーム,1,ロッテ,NPB20260603YSM02
2026-06-03,公式戦,ロッテ,ビジター,0,ヤクルト,NPB20260603YSM02
2026-06-04,公式戦,中日,ホーム,1,ソフトバンク,NPB20260604CDSH04
2026-06-04,公式戦,ソフトバンク,ビジター,2,中日,NPB20260604CDSH04
2026-06-04,公式戦,DeNA,ホーム,8,楽天,NPB20260604DBE03
2026-06-04,公式戦,楽天,ビジター,7,DeNA,NPB20260604DBE03
2026-06-04,公式戦,広島,ホーム,2,日本ハム,NPB20260604HCF06
2026-06-04,公式戦,日本ハム,ビジター,5,広島,NPB20260604HCF06
2026-06-04,公式戦,阪神,ホーム,2,西武,NPB20260604HTL05
2026-06-04,公式戦,西武,ビジター,4,阪神,NPB20260604HTL05
2026-06-04,公式戦,巨人,ホーム,2,オリックス,NPB20260604YGB01
2026-06-04,公式戦,オリックス,ビジター,1,巨人,NPB20260604YGB01
2026-06-04,公式戦,ヤクルト,ホーム,2,ロッテ,NPB20260604YSM02
2026-06-04,公式戦,ロッテ,ビジター,5,ヤクルト,NPB20260604YSM02
2026-06-05,公式戦,中日,ホーム,1,西武,NPB20260605CDL04
2026-06-05,公式戦,西武,ビジター,0,中日,NPB20260605CDL04
2026-06-05,公式戦,DeNA,ホーム,8,ソフトバンク,NPB20260605DBSH03
2026-06-05,公式戦,ソフトバンク,ビジター,3,DeNA,NPB20260605DBSH03
2026-06-05,公式戦,広島,ホーム,2,オリックス,NPB20260605HCB06
2026-06-05,公式戦,オリックス,ビジター,2,広島,NPB20260605HCB06
2026-06-05,公式戦,阪神,ホーム,8,楽天,NPB20260605HTE05
2026-06-05,公式戦,楽天,ビジター,1,阪神,NPB20260605HTE05
2026-06-05,公式戦,巨人,ホーム,8,ロッテ,NPB20260605YGM01
2026-06-05,公式戦,ロッテ,ビジター,2,巨人,NPB20260605YGM01
2026-06-05,公式戦,ヤクルト,ホーム,1,日本ハム,NPB20260605YSF02
2026-06-05,公式戦,日本ハム,ビジター,3,ヤクルト,NPB20260605YSF02
2026-06-06,公式戦,中日,ホーム,2,西武,NPB20260606CDL04
2026-06-06,公式戦,西武,ビジター,5,中日,NPB20260606CDL04
2026-06-06,公式戦,DeNA,ホーム,3,ソフトバンク,NPB20260606DBSH03
2026-06-06,公式戦,ソフトバンク,ビジター,6,DeNA,NPB20260606DBSH03
2026-06-06,公式戦,広島,ホーム,7,オリックス,NPB20260606HCB06
2026-06-06,公式戦,オリックス,ビジター,4,広島,NPB20260606HCB06
2026-06-06,公式戦,阪神,ホーム,1,楽天,NPB20260606HTE05
2026-06-06,公式戦,楽天,ビジター,0,阪神,NPB20260606HTE05
2026-06-06,公式戦,巨人,ホーム,1,ロッテ,NPB20260606YGM01
2026-06-06,公式戦,ロッテ,ビジター,1,巨人,NPB20260606YGM01
2026-06-06,公式戦,ヤクルト,ホーム,0,日本ハム,NPB20260606YSF02
2026-06-06,公式戦,日本ハム,ビジター,2,ヤクルト,NPB20260606YSF02
2026-06-07,公式戦,中日,ホーム,1,西武,NPB20260607CDL04
2026-06-07,公式戦,西武,ビジター,4,中日,NPB20260607CDL04
2026-06-07,公式戦,DeNA,ホーム,2,ソフトバンク,NPB20260607DBSH03
2026-06-07,公式戦,ソフトバンク,ビジター,4,DeNA,NPB20260607DBSH03
2026-06-07,公式戦,広島,ホーム,5,オリックス,NPB20260607HCB05
2026-06-07,公式戦,オリックス,ビジター,2,広島,NPB20260607HCB05
2026-06-07,公式戦,阪神,ホーム,5,楽天,NPB20260607HTE05
2026-06-07,公式戦,楽天,ビジター,2,阪神,NPB20260607HTE05
2026-06-07,公式戦,巨人,ホーム,2,ロッテ,NPB20260607YGM01
2026-06-07,公式戦,ロッテ,ビジター,2,巨人,NPB20260607YGM01
2026-06-07,公式戦,ヤクルト,ホーム,1,日本ハム,NPB20260607YSF02
2026-06-07,公式戦,日本ハム,ビジター,7,ヤクルト,NPB20260607YSF02
2026-06-09,公式戦,オリックス,ホーム,4,ヤクルト,NPB20260609BYS05
2026-06-09,公式戦,ヤクルト,ビジター,3,オリックス,NPB20260609BYS05
2026-06-09,公式戦,楽天,ホーム,2,巨人,NPB20260609EYG02
2026-06-09,公式戦,巨人,ビジター,8,楽天,NPB20260609EYG02
2026-06-09,公式戦,日本ハム,ホーム,4,DeNA,NPB20260609FDB01
2026-06-09,公式戦,DeNA,ビジター,1,日本ハム,NPB20260609FDB01
2026-06-09,公式戦,西武,ホーム,4,広島,NPB20260609LHC03
2026-06-09,公式戦,広島,ビジター,3,西武,NPB20260609LHC03
2026-06-09,公式戦,ロッテ,ホーム,3,中日,NPB20260609MCD04
2026-06-09,公式戦,中日,ビジター,1,ロッテ,NPB20260609MCD04
2026-06-09,公式戦,ソフトバンク,ホーム,10,阪神,NPB20260609SHHT06
2026-06-09,公式戦,阪神,ビジター,4,ソフトバンク,NPB20260609SHHT06
2026-06-10,公式戦,オリックス,ホーム,8,ヤクルト,NPB20260610BYS05
2026-06-10,公式戦,ヤクルト,ビジター,4,オリックス,NPB20260610BYS05
2026-06-10,公式戦,楽天,ホーム,0,巨人,NPB20260610EYG02
2026-06-10,公式戦,巨人,ビジター,7,楽天,NPB20260610EYG02
2026-06-10,公式戦,日本ハム,ホーム,4,DeNA,NPB20260610FDB01
2026-06-10,公式戦,DeNA,ビジター,2,日本ハム,NPB20260610FDB01
2026-06-10,公式戦,西武,ホーム,5,広島,NPB20260610LHC03
2026-06-10,公式戦,広島,ビジター,4,西武,NPB20260610LHC03
2026-06-10,公式戦,ロッテ,ホーム,4,中日,NPB20260610MCD04
2026-06-10,公式戦,中日,ビジター,11,ロッテ,NPB20260610MCD04
2026-06-10,公式戦,ソフトバンク,ホーム,6,阪神,NPB20260610SHHT06
2026-06-10,公式戦,阪神,ビジター,2,ソフトバンク,NPB20260610SHHT06
2026-06-11,公式戦,オリックス,ホーム,4,ヤクルト,NPB20260611BYS05
2026-06-11,公式戦,ヤクルト,ビジター,2,オリックス,NPB20260611BYS05
2026-06-11,公式戦,楽天,ホーム,8,巨人,NPB20260611EYG02
2026-06-11,公式戦,巨人,ビジター,2,楽天,NPB20260611EYG02
2026-06-11,公式戦,日本ハム,ホーム,3,DeNA,NPB20260611FDB01
2026-06-11,公式戦,DeNA,ビジター,0,日本ハム,NPB20260611FDB01
2026-06-11,公式戦,西武,ホーム,4,広島,NPB20260611LHC03
2026-06-11,公式戦,広島,ビジター,1,西武,NPB20260611LHC03
2026-06-11,公式戦,ロッテ,ホーム,3,中日,NPB20260611MCD04
2026-06-11,公式戦,中日,ビジター,2,ロッテ,NPB20260611MCD04
2026-06-11,公式戦,ソフトバンク,ホーム,3,阪神,NPB20260611SHHT06
2026-06-11,公式戦,阪神,ビジター,2,ソフトバンク,NPB20260611SHHT06
2026-06-12,公式戦,オリックス,ホーム,2,阪神,NPB20260612BHT05
2026-06-12,公式戦,阪神,ビジター,1,オリックス,NPB20260612BHT05
2026-06-12,公式戦,楽天,ホーム,2,広島,NPB20260612EHC02
2026-06-12,公式戦,広島,ビジター,1,楽天,NPB20260612EHC02
2026-06-12,公式戦,日本ハム,ホーム,3,中日,NPB20260612FCD01
2026-06-12,公式戦,中日,ビジター,1,日本ハム,NPB20260612FCD01
2026-06-12,公式戦,西武,ホーム,3,巨人,NPB20260612LYG03
2026-06-12,公式戦,巨人,ビジター,0,西武,NPB20260612LYG03
2026-06-12,公式戦,ロッテ,ホーム,3,DeNA,NPB20260612MDB04
2026-06-12,公式戦,DeNA,ビジター,2,ロッテ,NPB20260612MDB04
2026-06-12,公式戦,ソフトバンク,ホーム,2,ヤクルト,NPB20260612SHYS06
2026-06-12,公式戦,ヤクルト,ビジター,4,ソフトバンク,NPB20260612SHYS06
2026-06-13,公式戦,オリックス,ホーム,3,阪神,NPB20260613BHT05
2026-06-13,公式戦,阪神,ビジター,6,オリックス,NPB20260613BHT05
2026-06-13,公式戦,楽天,ホーム,0,広島,NPB20260613EHC02
2026-06-13,公式戦,広島,ビジター,2,楽天,NPB20260613EHC02
2026-06-13,公式戦,日本ハム,ホーム,4,中日,NPB20260613FCD01
2026-06-13,公式戦,中日,ビジター,3,日本ハム,NPB20260613FCD01
2026-06-13,公式戦,西武,ホーム,1,巨人,NPB20260613LYG03
2026-06-13,公式戦,巨人,ビジター,2,西武,NPB20260613LYG03
2026-06-13,公式戦,ロッテ,ホーム,6,DeNA,NPB20260613MDB04
2026-06-13,公式戦,DeNA,ビジター,16,ロッテ,NPB20260613MDB04
2026-06-13,公式戦,ソフトバンク,ホーム,8,ヤクルト,NPB20260613SHYS06
2026-06-13,公式戦,ヤクルト,ビジター,1,ソフトバンク,NPB20260613SHYS06
2026-06-14,公式戦,オリックス,ホーム,3,阪神,NPB20260614BHT05
2026-06-14,公式戦,阪神,ビジター,2,オリックス,NPB20260614BHT05
2026-06-14,公式戦,楽天,ホーム,0,広島,NPB20260614EHC02
2026-06-14,公式戦,広島,ビジター,3,楽天,NPB20260614EHC02
2026-06-14,公式戦,日本ハム,ホーム,5,中日,NPB20260614FCD01
2026-06-14,公式戦,中日,ビジター,9,日本ハム,NPB20260614FCD01
2026-06-14,公式戦,西武,ホーム,1,巨人,NPB20260614LYG03
2026-06-14,公式戦,巨人,ビジター,0,西武,NPB20260614LYG03
2026-06-14,公式戦,ロッテ,ホーム,6,DeNA,NPB20260614MDB04
2026-06-14,公式戦,DeNA,ビジター,4,ロッテ,NPB20260614MDB04
2026-06-14,公式戦,ソフトバンク,ホーム,0,ヤクルト,NPB20260614SHYS06
2026-06-14,公式戦,ヤクルト,ビジター,4,ソフトバンク,NPB20260614SHYS06
2026-06-16,公式戦,広島,ホーム,0,日本ハム,NPB20260616HCF02
2026-06-16,公式戦,日本ハム,ビジター,2,広島,NPB20260616HCF02
2026-06-16,公式戦,阪神,ホーム,0,西武,NPB20260616HTL01
2026-06-16,公式戦,西武,ビジター,1,阪神,NPB20260616HTL01
2026-06-17,公式戦,阪神,ホーム,10,楽天,NPB20260617HTE01
2026-06-17,公式戦,楽天,ビジター,3,阪神,NPB20260617HTE01
2026-06-19,公式戦,オリックス,ホーム,6,西武,NPB20260619BL06
2026-06-19,公式戦,西武,ビジター,5,オリックス,NPB20260619BL06
2026-06-19,公式戦,DeNA,ホーム,3,阪神,NPB20260619DBHT03
2026-06-19,公式戦,阪神,ビジター,11,DeNA,NPB20260619DBHT03
2026-06-19,公式戦,日本ハム,ホーム,4,ソフトバンク,NPB20260619FSH04
2026-06-19,公式戦,ソフトバンク,ビジター,3,日本ハム,NPB20260619FSH04
2026-06-19,公式戦,ロッテ,ホーム,8,楽天,NPB20260619ME05
2026-06-19,公式戦,楽天,ビジター,5,ロッテ,NPB20260619ME05
2026-06-19,公式戦,巨人,ホーム,2,中日,NPB20260619YGCD01
2026-06-19,公式戦,中日,ビジター,3,巨人,NPB20260619YGCD01
2026-06-19,公式戦,ヤクルト,ホーム,9,広島,NPB20260619YSHC02
2026-06-19,公式戦,広島,ビジター,2,ヤクルト,NPB20260619YSHC02
2026-06-20,公式戦,オリックス,ホーム,0,西武,NPB20260620BL04
2026-06-20,公式戦,西武,ビジター,4,オリックス,NPB20260620BL04
2026-06-20,公式戦,DeNA,ホーム,7,阪神,NPB20260620DBHT03
2026-06-20,公式戦,阪神,ビジター,10,DeNA,NPB20260620DBHT03
2026-06-20,公式戦,日本ハム,ホーム,7,ソフトバンク,NPB20260620FSH03
2026-06-20,公式戦,ソフトバンク,ビジター,10,日本ハム,NPB20260620FSH03
2026-06-20,公式戦,日本ハム,ホーム,0,ソフトバンク,NPB20260620FSH04
2026-06-20,公式戦,ソフトバンク,ビジター,4,日本ハム,NPB20260620FSH04
2026-06-20,公式戦,巨人,ホーム,1,中日,NPB20260620YGCD01
2026-06-20,公式戦,中日,ビジター,0,巨人,NPB20260620YGCD01
2026-06-20,公式戦,ヤクルト,ホーム,6,広島,NPB20260620YSHC02
2026-06-20,公式戦,広島,ビジター,8,ヤクルト,NPB20260620YSHC02
2026-06-21,公式戦,オリックス,ホーム,3,西武,NPB20260621BL06
2026-06-21,公式戦,西武,ビジター,5,オリックス,NPB20260621BL06
2026-06-21,公式戦,DeNA,ホーム,1,阪神,NPB20260621DBHT03
2026-06-21,公式戦,阪神,ビジター,2,DeNA,NPB20260621DBHT03
2026-06-21,公式戦,日本ハム,ホーム,0,ソフトバンク,NPB20260621FSH04
2026-06-21,公式戦,ソフトバンク,ビジター,8,日本ハム,NPB20260621FSH04
2026-06-21,公式戦,ロッテ,ホーム,7,楽天,NPB20260621ME05
2026-06-21,公式戦,楽天,ビジター,4,ロッテ,NPB20260621ME05
2026-06-21,公式戦,巨人,ホーム,3,中日,NPB20260621YGCD01
2026-06-21,公式戦,中日,ビジター,5,巨人,NPB20260621YGCD01
2026-06-21,公式戦,ヤクルト,ホーム,1,広島,NPB20260621YSHC02
2026-06-21,公式戦,広島,ビジター,2,ヤクルト,NPB20260621YSHC02
2026-06-22,公式戦,楽天,ホーム,8,西武,NPB20260622EL01
2026-06-22,公式戦,西武,ビジター,7,楽天,NPB20260622EL01
2026-06-23,公式戦,中日,ホーム,5,DeNA,NPB20260623CDDB01
2026-06-23,公式戦,DeNA,ビジター,2,中日,NPB20260623CDDB01
2026-06-23,公式戦,楽天,ホーム,8,西武,NPB20260623EL05
2026-06-23,公式戦,西武,ビジター,4,楽天,NPB20260623EL05
2026-06-23,公式戦,日本ハム,ホーム,4,ロッテ,NPB20260623FM04
2026-06-23,公式戦,ロッテ,ビジター,0,日本ハム,NPB20260623FM04
2026-06-23,公式戦,広島,ホーム,3,巨人,NPB20260623HCYG03
2026-06-23,公式戦,巨人,ビジター,7,広島,NPB20260623HCYG03
2026-06-23,公式戦,阪神,ホーム,3,ヤクルト,NPB20260623HTYS02
2026-06-23,公式戦,ヤクルト,ビジター,4,阪神,NPB20260623HTYS02
2026-06-23,公式戦,ソフトバンク,ホーム,0,オリックス,NPB20260623SHB06
2026-06-23,公式戦,オリックス,ビジター,5,ソフトバンク,NPB20260623SHB06
2026-06-24,公式戦,中日,ホーム,4,DeNA,NPB20260624CDDB01
2026-06-24,公式戦,DeNA,ビジター,6,中日,NPB20260624CDDB01
2026-06-24,公式戦,日本ハム,ホーム,7,ロッテ,NPB20260624FM02
2026-06-24,公式戦,ロッテ,ビジター,4,日本ハム,NPB20260624FM02
2026-06-24,公式戦,広島,ホーム,8,巨人,NPB20260624HCYG03
2026-06-24,公式戦,巨人,ビジター,5,広島,NPB20260624HCYG03
2026-06-24,公式戦,阪神,ホーム,7,ヤクルト,NPB20260624HTYS02
2026-06-24,公式戦,ヤクルト,ビジター,4,阪神,NPB20260624HTYS02
2026-06-24,公式戦,ソフトバンク,ホーム,8,オリックス,NPB20260624SHB03
2026-06-24,公式戦,オリックス,ビジター,5,ソフトバンク,NPB20260624SHB03
2026-06-25,公式戦,中日,ホーム,3,DeNA,NPB20260625CDDB01
2026-06-25,公式戦,DeNA,ビジター,1,中日,NPB20260625CDDB01
2026-06-25,公式戦,楽天,ホーム,2,西武,NPB20260625EL02
2026-06-25,公式戦,西武,ビジター,0,楽天,NPB20260625EL02
2026-06-25,公式戦,楽天,ホーム,5,西武,NPB20260625EL03
2026-06-25,公式戦,西武,ビジター,2,楽天,NPB20260625EL03
2026-06-25,公式戦,阪神,ホーム,2,ヤクルト,NPB20260625HTYS02
2026-06-25,公式戦,ヤクルト,ビジター,0,阪神,NPB20260625HTYS02
2026-06-25,公式戦,ソフトバンク,ホーム,5,オリックス,NPB20260625SHB03
2026-06-25,公式戦,オリックス,ビジター,2,ソフトバンク,NPB20260625SHB03
2026-06-26,公式戦,西武,ホーム,4,日本ハム,NPB20260626LF01
2026-06-26,公式戦,日本ハム,ビジター,3,西武,NPB20260626LF01
2026-06-26,公式戦,ヤクルト,ホーム,4,中日,NPB20260626YSCD01
2026-06-26,公式戦,中日,ビジター,3,ヤクルト,NPB20260626YSCD01
2026-06-27,公式戦,ヤクルト,ホーム,3,中日,NPB20260627YSCD01
2026-06-27,公式戦,中日,ビジター,2,ヤクルト,NPB20260627YSCD01
